index;Price_flat;Price_DT;Export_price;Price_flat_mod;Price_DT_mod
03/01/2015 12:00;0.22;0.1646;0.037000000000000005;0.1716;0.130034
03/01/2015 12:15;0.22;0.1646;0.037000000000000005;0.1716;0.130034
03/01/2015 12:30;0.22;0.1646;0.037000000000000005;0.1716;0.130034
03/01/2015 12:45;0.22;0.1646;0.037000000000000005;0.1716;0.130034
03/01/2015 13:00;0.22;0.1646;0.033760000000000005;0.1716;0.130034
03/01/2015 13:15;0.22;0.1646;0.033760000000000005;0.1716;0.130034
03/01/2015 13:30;0.22;0.1646;0.033760000000000005;0.1716;0.130034
03/01/2015 13:45;0.22;0.1646;0.033760000000000005;0.1716;0.130034
03/01/2015 14:00;0.22;0.1646;0.03107;0.1716;0.130034
03/01/2015 14:15;0.22;0.1646;0.03107;0.1716;0.130034
03/01/2015 14:30;0.22;0.1646;0.03107;0.1716;0.130034
03/01/2015 14:45;0.22;0.1646;0.03107;0.1716;0.130034
03/01/2015 15:00;0.22;0.1646;0.03148;0.1716;0.130034
03/01/2015 15:15;0.22;0.1646;0.03148;0.1716;0.130034
03/01/2015 15:30;0.22;0.1646;0.03148;0.1716;0.130034
03/01/2015 15:45;0.22;0.1646;0.03148;0.1716;0.130034
03/01/2015 16:00;0.22;0.2588;0.04009;0.1716;0.204452
03/01/2015 16:15;0.22;0.2588;0.04009;0.1716;0.204452
03/01/2015 16:30;0.22;0.2588;0.04009;0.1716;0.204452
03/01/2015 16:45;0.22;0.2588;0.04009;0.1716;0.204452
03/01/2015 17:00;0.22;0.2588;0.046360000000000005;0.1716;0.204452
03/01/2015 17:15;0.22;0.2588;0.046360000000000005;0.1716;0.204452
03/01/2015 17:30;0.22;0.2588;0.046360000000000005;0.1716;0.204452
03/01/2015 17:45;0.22;0.2588;0.046360000000000005;0.1716;0.204452
03/01/2015 18:00;0.22;0.2588;0.04895;0.1716;0.204452
03/01/2015 18:15;0.22;0.2588;0.04895;0.1716;0.204452
03/01/2015 18:30;0.22;0.2588;0.04895;0.1716;0.204452
03/01/2015 18:45;0.22;0.2588;0.04895;0.1716;0.204452
03/01/2015 19:00;0.22;0.2588;0.04804;0.1716;0.204452
03/01/2015 19:15;0.22;0.2588;0.04804;0.1716;0.204452
03/01/2015 19:30;0.22;0.2588;0.04804;0.1716;0.204452
03/01/2015 19:45;0.22;0.2588;0.04804;0.1716;0.204452
03/01/2015 20:00;0.22;0.2588;0.046;0.1716;0.204452
03/01/2015 20:15;0.22;0.2588;0.046;0.1716;0.204452
03/01/2015 20:30;0.22;0.2588;0.046;0.1716;0.204452
03/01/2015 20:45;0.22;0.2588;0.046;0.1716;0.204452
03/01/2015 21:00;0.22;0.2588;0.04366;0.1716;0.204452
03/01/2015 21:15;0.22;0.2588;0.04366;0.1716;0.204452
03/01/2015 21:30;0.22;0.2588;0.04366;0.1716;0.204452
03/01/2015 21:45;0.22;0.2588;0.04366;0.1716;0.204452
03/01/2015 22:00;0.22;0.1646;0.03748;0.1716;0.130034
03/01/2015 22:15;0.22;0.1646;0.03748;0.1716;0.130034
03/01/2015 22:30;0.22;0.1646;0.03748;0.1716;0.130034
03/01/2015 22:45;0.22;0.1646;0.03748;0.1716;0.130034
03/01/2015 23:00;0.22;0.1646;0.036410000000000005;0.1716;0.130034
03/01/2015 23:15;0.22;0.1646;0.036410000000000005;0.1716;0.130034
03/01/2015 23:30;0.22;0.1646;0.036410000000000005;0.1716;0.130034
03/01/2015 23:45;0.22;0.1646;0.036410000000000005;0.1716;0.130034
04/01/2015 00:00;0.22;0.1646;0.03146;0.1716;0.130034
04/01/2015 00:15;0.22;0.1646;0.03146;0.1716;0.130034
04/01/2015 00:30;0.22;0.1646;0.03146;0.1716;0.130034
04/01/2015 00:45;0.22;0.1646;0.03146;0.1716;0.130034
04/01/2015 01:00;0.22;0.1646;0.02497;0.1716;0.130034
04/01/2015 01:15;0.22;0.1646;0.02497;0.1716;0.130034
04/01/2015 01:30;0.22;0.1646;0.02497;0.1716;0.130034
04/01/2015 01:45;0.22;0.1646;0.02497;0.1716;0.130034
04/01/2015 02:00;0.22;0.1646;0.01442;0.1716;0.130034
04/01/2015 02:15;0.22;0.1646;0.01442;0.1716;0.130034
04/01/2015 02:30;0.22;0.1646;0.01442;0.1716;0.130034
04/01/2015 02:45;0.22;0.1646;0.01442;0.1716;0.130034
04/01/2015 03:00;0.22;0.1646;0.01103;0.1716;0.130034
04/01/2015 03:15;0.22;0.1646;0.01103;0.1716;0.130034
04/01/2015 03:30;0.22;0.1646;0.01103;0.1716;0.130034
04/01/2015 03:45;0.22;0.1646;0.01103;0.1716;0.130034
04/01/2015 04:00;0.22;0.1646;0.01377;0.1716;0.130034
04/01/2015 04:15;0.22;0.1646;0.01377;0.1716;0.130034
04/01/2015 04:30;0.22;0.1646;0.01377;0.1716;0.130034
04/01/2015 04:45;0.22;0.1646;0.01377;0.1716;0.130034
04/01/2015 05:00;0.22;0.1646;0.01644;0.1716;0.130034
04/01/2015 05:15;0.22;0.1646;0.01644;0.1716;0.130034
04/01/2015 05:30;0.22;0.1646;0.01644;0.1716;0.130034
04/01/2015 05:45;0.22;0.1646;0.01644;0.1716;0.130034
04/01/2015 06:00;0.22;0.1646;0.01779;0.1716;0.130034
04/01/2015 06:15;0.22;0.1646;0.01779;0.1716;0.130034
04/01/2015 06:30;0.22;0.1646;0.01779;0.1716;0.130034
04/01/2015 06:45;0.22;0.1646;0.01779;0.1716;0.130034
04/01/2015 07:00;0.22;0.1646;0.01886;0.1716;0.130034
04/01/2015 07:15;0.22;0.1646;0.01886;0.1716;0.130034
04/01/2015 07:30;0.22;0.1646;0.01886;0.1716;0.130034
04/01/2015 07:45;0.22;0.1646;0.01886;0.1716;0.130034
04/01/2015 08:00;0.22;0.1646;0.02883;0.1716;0.130034
04/01/2015 08:15;0.22;0.1646;0.02883;0.1716;0.130034
04/01/2015 08:30;0.22;0.1646;0.02883;0.1716;0.130034
04/01/2015 08:45;0.22;0.1646;0.02883;0.1716;0.130034
04/01/2015 09:00;0.22;0.1646;0.03302;0.1716;0.130034
04/01/2015 09:15;0.22;0.1646;0.03302;0.1716;0.130034
04/01/2015 09:30;0.22;0.1646;0.03302;0.1716;0.130034
04/01/2015 09:45;0.22;0.1646;0.03302;0.1716;0.130034
04/01/2015 10:00;0.22;0.1646;0.03564;0.1716;0.130034
04/01/2015 10:15;0.22;0.1646;0.03564;0.1716;0.130034
04/01/2015 10:30;0.22;0.1646;0.03564;0.1716;0.130034
04/01/2015 10:45;0.22;0.1646;0.03564;0.1716;0.130034
04/01/2015 11:00;0.22;0.1646;0.0373;0.1716;0.130034
04/01/2015 11:15;0.22;0.1646;0.0373;0.1716;0.130034
04/01/2015 11:30;0.22;0.1646;0.0373;0.1716;0.130034
04/01/2015 11:45;0.22;0.1646;0.0373;0.1716;0.130034
04/01/2015 12:00;0.22;0.1646;0.035410000000000004;0.1716;0.130034
04/01/2015 12:15;0.22;0.1646;0.035410000000000004;0.1716;0.130034
04/01/2015 12:30;0.22;0.1646;0.035410000000000004;0.1716;0.130034
04/01/2015 12:45;0.22;0.1646;0.035410000000000004;0.1716;0.130034
04/01/2015 13:00;0.22;0.1646;0.03034;0.1716;0.130034
04/01/2015 13:15;0.22;0.1646;0.03034;0.1716;0.130034
04/01/2015 13:30;0.22;0.1646;0.03034;0.1716;0.130034
04/01/2015 13:45;0.22;0.1646;0.03034;0.1716;0.130034
04/01/2015 14:00;0.22;0.1646;0.02652;0.1716;0.130034
04/01/2015 14:15;0.22;0.1646;0.02652;0.1716;0.130034
04/01/2015 14:30;0.22;0.1646;0.02652;0.1716;0.130034
04/01/2015 14:45;0.22;0.1646;0.02652;0.1716;0.130034
04/01/2015 15:00;0.22;0.1646;0.026510000000000002;0.1716;0.130034
04/01/2015 15:15;0.22;0.1646;0.026510000000000002;0.1716;0.130034
04/01/2015 15:30;0.22;0.1646;0.026510000000000002;0.1716;0.130034
04/01/2015 15:45;0.22;0.1646;0.026510000000000002;0.1716;0.130034
04/01/2015 16:00;0.22;0.2588;0.04298;0.1716;0.204452
04/01/2015 16:15;0.22;0.2588;0.04298;0.1716;0.204452
04/01/2015 16:30;0.22;0.2588;0.04298;0.1716;0.204452
04/01/2015 16:45;0.22;0.2588;0.04298;0.1716;0.204452
04/01/2015 17:00;0.22;0.2588;0.04985;0.1716;0.204452
04/01/2015 17:15;0.22;0.2588;0.04985;0.1716;0.204452
04/01/2015 17:30;0.22;0.2588;0.04985;0.1716;0.204452
04/01/2015 17:45;0.22;0.2588;0.04985;0.1716;0.204452
04/01/2015 18:00;0.22;0.2588;0.04861;0.1716;0.204452
04/01/2015 18:15;0.22;0.2588;0.04861;0.1716;0.204452
04/01/2015 18:30;0.22;0.2588;0.04861;0.1716;0.204452
04/01/2015 18:45;0.22;0.2588;0.04861;0.1716;0.204452
04/01/2015 19:00;0.22;0.2588;0.04814;0.1716;0.204452
04/01/2015 19:15;0.22;0.2588;0.04814;0.1716;0.204452
04/01/2015 19:30;0.22;0.2588;0.04814;0.1716;0.204452
04/01/2015 19:45;0.22;0.2588;0.04814;0.1716;0.204452
04/01/2015 20:00;0.22;0.2588;0.04399;0.1716;0.204452
04/01/2015 20:15;0.22;0.2588;0.04399;0.1716;0.204452
04/01/2015 20:30;0.22;0.2588;0.04399;0.1716;0.204452
04/01/2015 20:45;0.22;0.2588;0.04399;0.1716;0.204452
04/01/2015 21:00;0.22;0.2588;0.04603;0.1716;0.204452
04/01/2015 21:15;0.22;0.2588;0.04603;0.1716;0.204452
04/01/2015 21:30;0.22;0.2588;0.04603;0.1716;0.204452
04/01/2015 21:45;0.22;0.2588;0.04603;0.1716;0.204452
04/01/2015 22:00;0.22;0.1646;0.04304;0.1716;0.130034
04/01/2015 22:15;0.22;0.1646;0.04304;0.1716;0.130034
04/01/2015 22:30;0.22;0.1646;0.04304;0.1716;0.130034
04/01/2015 22:45;0.22;0.1646;0.04304;0.1716;0.130034
04/01/2015 23:00;0.22;0.1646;0.0378;0.1716;0.130034
04/01/2015 23:15;0.22;0.1646;0.0378;0.1716;0.130034
04/01/2015 23:30;0.22;0.1646;0.0378;0.1716;0.130034
04/01/2015 23:45;0.22;0.1646;0.0378;0.1716;0.130034
05/01/2015 00:00;0.22;0.1646;0.034089999999999995;0.1716;0.130034
