Hour;Set_T;Temp;SFH15_kWh;SFH45_kWh;SFH100_kWh
3855;20;26,3;0;0;0
3856;20;26,3;0;0;0
3857;20;26;0;0;0
3858;20;25,3;0;0;0
3859;20;23,1;0;0;0
3860;20;20,8;0;0;0
3861;20;19,3;0;0;0
3862;20;18,1;0;0;0
3863;20;17,3;0;0;0
3864;20;16,6;0;0;0
3865;20;15,8;0;0;0
3866;20;15,2;0;0;0
3867;20;14,5;0;56,6565;0
3868;20;14,5;0;186,572;0
3869;20;16,5;0;333,764;780,541
3870;20;19,1;0;487,545;306,999
3871;20;20,6;0;0;144,56
3872;20;22;0;0;71,8436
3873;20;23,3;0;0;36,4991
3874;20;24,5;0;0;0
3875;20;26;0;0;0
3876;20;27,5;0;0;0
3877;20;29,4;0;0;0
3878;20;30,4;0;0;0
3879;20;30,7;0;0;0
3880;20;30,2;0;0;0
3881;20;29,9;0;0;0
3882;20;29;0;0;0
3883;20;26,8;0;0;0
3884;20;24,9;0;0;0
3885;20;23;0;0;0
3886;20;21,5;0;0;0
3887;20;20,4;0;0;0
3888;20;19,6;0;0;0
3889;20;18,9;0;0;0
3890;20;18,1;0;0;0
3891;20;18,1;0;0;0
3892;20;18,9;0;0;0
3893;20;20,2;0;0;0
3894;20;21,9;0;0;0
3895;20;23,6;0;0;0
3896;20;25,8;0;0;0
3897;20;27,4;0;0;0
3898;20;28,8;0;0;0
3899;20;28,5;0;0;0
3900;20;29,3;0;0;0
3901;20;29,1;0;0;0
3902;20;30,1;0;0;0
3903;20;30;0;0;0
3904;20;29,5;0;0;0
3905;20;28,4;0;0;0
3906;20;27,5;0;0;0
3907;20;25;0;0;0
3908;20;22,6;0;0;0
3909;20;21,7;0;0;0
3910;20;20,8;0;0;0
3911;20;20,5;0;0;0
3912;20;19,7;0;0;0
3913;20;19,7;0;0;0
3914;20;19,1;0;0;0
3915;20;18,2;0;0;0
3916;20;17,8;0;0;0
3917;20;19,5;0;0;0
3918;20;21,1;0;0;0
3919;20;22,3;0;0;0
3920;20;23,1;0;0;0
3921;20;24,3;0;0;0
3922;20;24,9;0;0;0
3923;20;26,1;0;0;0
3924;20;26,5;0;0;0
3925;20;27,5;0;0;0
3926;20;28,1;0;0;0
3927;20;28,8;0;0;0
3928;20;29,3;0;0;0
3929;20;28,4;0;0;0
3930;20;26,8;0;0;0
3931;20;25,9;0;0;0
3932;20;24,8;0;0;0
3933;20;24,8;0;0;0
3934;20;23,7;0;0;0
3935;20;23;0;0;0
3936;20;21,7;0;0;0
3937;20;21,8;0;0;0
3938;20;22;0;0;0
3939;20;21,2;0;0;0
3940;20;21,2;0;0;0
3941;20;21,2;0;0;0
3942;20;20;0;0;0
3943;20;20,6;0;0;0
3944;20;21,7;0;0;0
3945;20;22,9;0;0;0
3946;20;24,3;0;0;0
3947;20;25,2;0;0;0
3948;20;26;0;0;0
3949;20;26,8;0;0;0
3950;20;23,1;0;0;0
3951;20;21,1;0;0;0
3952;20;21,5;0;0;0
3953;20;21,6;0;0;0
3954;20;20,9;0;0;0
3955;20;19,9;0;0;0
3956;20;19,8;0;0;0
3957;20;19,4;0;0;0
3958;20;19;0;0;0
3959;20;18,9;0;0;0
3960;20;18,6;0;0;0
3961;20;18,6;0;0;0
3962;20;18,8;0;94,3084;0
3963;20;18,5;0;1,28918;0
3964;20;18,2;0;0;0
3965;20;18,9;0;0;0
3966;20;19,3;0;0;0
3967;20;20,2;0;0;0
3968;20;21,3;0;0;0
3969;20;22,7;0;0;0
3970;20;24,2;0;0;0
3971;20;25,2;0;0;0
3972;20;26,9;0;0;0
3973;20;28,7;0;0;0
3974;20;29;0;0;0
3975;20;29,3;0;0;0
3976;20;28,3;0;0;0
3977;20;27,9;0;0;0
3978;20;27,8;0;0;0
3979;20;25,1;0;0;0
3980;20;24;0;0;0
3981;20;22,9;0;0;0
3982;20;22,9;0;0;0
3983;20;21,3;0;0;0
3984;20;20,1;0;0;0
3985;20;19,7;0;0;0
3986;20;18,8;0;0;0
3987;20;18,1;0;0;0
3988;20;18,3;0;0;0
3989;20;20,3;0;0;0
3990;20;22,2;0;0;0
3991;20;23,3;0;0;0
3992;20;25,1;0;0;0
3993;20;25,5;0;0;0
3994;20;26,1;0;0;0
3995;20;26,7;0;0;0
3996;20;27,3;0;0;0
3997;20;27,2;0;0;0
3998;20;27,2;0;0;0
3999;20;26,7;0;0;0
4000;20;25,9;0;0;0
4001;20;24,5;0;0;0
4002;20;23,2;0;0;0
4003;20;21,5;0;0;0
4004;20;20,7;0;0;0
4005;20;18,5;0;0;0
4006;20;18,8;0;0;0
4007;20;18,8;0;0;0
4008;20;17,7;0;0;0
4009;20;15,3;0;0;0
4010;20;14,4;0;0;0
4011;20;13,8;0;71,2042;0
4012;20;14,8;0;202,726;0,375788
4013;20;16,8;0;351,115;1,2302
4014;20;18,2;0;506,771;0,626436
4015;20;18,5;0;0;0
4016;20;19,7;0;0;0
4017;20;20,6;0;0;0
4018;20;21,5;0;0;0
4019;20;22,8;0;0;0
4020;20;23,7;0;0;0
4021;20;24,6;0;0;0
4022;20;25,4;0;0;0
4023;20;25,3;0;0;0
4024;20;25,2;0;0;0
4025;20;24,5;0;0;0
4026;20;23,5;0;0;0
4027;20;22,1;0;0;0
4028;20;21,2;0;0;0
4029;20;20,9;0;0;0
4030;20;20,5;0;0;0
4031;20;20,2;0;0;0
4032;20;19,3;0;0;0
4033;20;18,6;0;0;0
4034;20;18;0;0;0
4035;20;17,6;0;0;0
4036;20;17,4;0;0;0
4037;20;17,5;0;0;0
4038;20;18,1;0;0;0
4039;20;18,8;0;0;0
4040;20;19,7;0;0;0
4041;20;20,6;0;0;0
4042;20;21,8;0;0;0
4043;20;23;0;0;0
4044;20;24,1;0;0;0
4045;20;25;0;0;0
4046;20;25,6;0;0;0
4047;20;26,1;0;0;0
4048;20;26;0;0;0
4049;20;25,9;0;0;0
4050;20;25,3;0;0;0
4051;20;23,2;0;0;0
4052;20;20,8;0;0;0
4053;20;19,2;0;0;0
4054;20;18,2;0;0;0
4055;20;17,4;0;0;0
4056;20;17;0;0;0
4057;20;16,1;0;0;0
4058;20;15,7;0;0;0
4059;20;15,4;0;62,7445;0
4060;20;15,5;0;194,709;0
4061;20;17,5;0;340,471;0
4062;20;19,8;0;0;0
4063;20;21,2;0;0;0
4064;20;22,9;0;0;0
4065;20;24,5;0;0;0
4066;20;26,9;0;0;0
4067;20;28,6;0;0;0
4068;20;29,2;0;0;0
4069;20;30;0;0;0
4070;20;31;0;0;0
4071;20;31,1;0;0;0
4072;20;30,8;0;0;0
4073;20;30,4;0;0;0
4074;20;29,3;0;0;0
4075;20;27,4;0;0;0
4076;20;26;0;0;0
4077;20;24,5;0;0;0
4078;20;23;0;0;0
4079;20;22;0;0;0
4080;20;20,5;0;0;0
4081;20;19,7;0;0;0
4082;20;18,4;0;0;0
4083;20;17,5;0;0;0
4084;20;17,6;0;0;0
4085;20;20;0;0;0
4086;20;22,5;0;0;0
4087;20;24;0;0;0
4088;20;25,6;0;0;0
4089;20;28,1;0;0;0
4090;20;29,5;0;0;0
4091;20;30,2;0;0;0
4092;20;31,4;0;0;0
4093;20;31,8;0;0;0
4094;20;32,3;0;0;0
4095;20;32,4;0;0;0
4096;20;32;0;0;0
4097;20;31,6;0;0;0
4098;20;29,2;0;0;0
4099;20;27,8;0;0;0
4100;20;25,9;0;0;0
4101;20;24,3;0;0;0
4102;20;22,2;0;0;0
4103;20;21,1;0;0;0
4104;20;20,4;0;0;0
4105;20;20;0;0;0
4106;20;19,5;0;0;0
4107;20;18,7;0;0;0
4108;20;18,7;0;0;0
4109;20;20,7;0;0;0
4110;20;22,7;0;0;0
4111;20;24,6;0;0;0
4112;20;25,5;0;0;0
4113;20;27,2;0;0;0
4114;20;28,2;0;0;0
4115;20;30;0;0;0
4116;20;29,6;0;0;0
4117;20;29,4;0;0;0
4118;20;31,3;0;0;0
4119;20;31,6;0;0;0
4120;20;31,6;0;0;0
4121;20;31,4;0;0;0
4122;20;29,3;0;0;0
4123;20;28,2;0;0;0
4124;20;25,7;0;0;0
4125;20;23,9;0;0;0
4126;20;22,5;0;0;0
4127;20;21,5;0;0;0
4128;20;20,9;0;0;0
4129;20;19,9;0;0;0
4130;20;19,2;0;0;0
4131;20;18,8;0;0;0
4132;20;18,8;0;0;0
4133;20;20,4;0;0;0
4134;20;22,7;0;0;0
4135;20;24,6;0;0;0
4136;20;26,4;0;0;0
4137;20;28,2;0;0;0
4138;20;30,2;0;0;0
4139;20;31,5;0;0;0
4140;20;32,4;0;0;0
4141;20;33,2;0;0;0
4142;20;33,8;0;0;0
4143;20;33,8;0;0;0
4144;20;33,2;0;0;0
4145;20;32,5;0;0;0
4146;20;31;0;0;0
4147;20;29;0;0;0
4148;20;27,5;0;0;0
4149;20;26,1;0;0;0
4150;20;26,4;0;0;0
4151;20;25,3;0;0;0
4152;20;24,2;0;0;0
4153;20;22,4;0;0;0
4154;20;21,7;0;0;0
4155;20;21,6;0;0;0
4156;20;21,4;0;0;0
4157;20;23;0;0;0
4158;20;24,3;0;0;0
4159;20;25,7;0;0;0
4160;20;27,4;0;0;0
4161;20;29,2;0;0;0
4162;20;31,3;0;0;0
4163;20;32,7;0;0;0
4164;20;33,4;0;0;0
4165;20;33,4;0;0;0
4166;20;33,8;0;0;0
4167;20;33,5;0;0;0
4168;20;32,7;0;0;0
4169;20;31,8;0;0;0
4170;20;30;0;0;0
4171;20;27,6;0;0;0
4172;20;26;0;0;0
4173;20;25;0;0;0
4174;20;24,4;0;0;0
4175;20;24,2;0;0;0
4176;20;23,4;0;0;0
4177;20;22,4;0;0;0
4178;20;22,2;0;0;0
4179;20;21,5;0;0;0
4180;20;21,3;0;0;0
4181;20;22,3;0;0;0
4182;20;23,6;0;0;0
4183;20;23,4;0;0;0
4184;20;24,4;0;0;0
4185;20;25,6;0;0;0
4186;20;26,5;0;0;0
4187;20;27,9;0;0;0
4188;20;28,9;0;0;0
4189;20;29,6;0;0;0
4190;20;29,8;0;0;0
4191;20;30;0;0;0
4192;20;30,2;0;0;0
4193;20;28,9;0;0;0
4194;20;27,3;0;0;0
4195;20;25,5;0;0;0
4196;20;24;0;0;0
4197;20;23,5;0;0;0
4198;20;22,8;0;0;0
4199;20;18,5;0;0;0
4200;20;18,2;0;0;0
4201;20;18;0;0;0
4202;20;18;0;0;0
4203;20;18,1;0;0;0
4204;20;18,3;0;1,11437;0
4205;20;18,6;0;0;0
4206;20;19,2;0;0;0
4207;20;20,6;0;0;0
4208;20;20,9;0;0;0
4209;20;21,9;0;0;0
4210;20;23,4;0;0;0
4211;20;24,9;0;0;0
4212;20;25,5;0;0;0
4213;20;26,4;0;0;0
4214;20;25,9;0;0;0
4215;20;26,6;0;0;0
4216;20;26,5;0;0;0
4217;20;26,1;0;0;0
4218;20;25,3;0;0;0
4219;20;23,7;0;0;0
4220;20;20,9;0;0;0
4221;20;20,1;0;0;0
4222;20;18,6;0;0;0
4223;20;17,2;0;0;0
4224;20;16,5;0;0;0
4225;20;15,9;0;0;0
4226;20;15,2;0;0;0
4227;20;14,8;0;54,1783;0
4228;20;15;0;181,025;0,334771
4229;20;17,1;0;326,302;1,09464
4230;20;19,3;0;480,117;0,0286312
4231;20;21,2;0;0;0
4232;20;22,1;0;0;0
4233;20;23,5;0;0;0
4234;20;23,7;0;0;0
4235;20;24,7;0;0;0
4236;20;25,6;0;0;0
4237;20;25,8;0;0;0
4238;20;24,9;0;0;0
4239;20;24,4;0;0;0
4240;20;24,1;0;0;0
4241;20;23,8;0;0;0
4242;20;22,4;0;0;0
4243;20;21,5;0;0;0
4244;20;21,2;0;0;0
4245;20;20,6;0;0;0
4246;20;19,9;0;0;0
4247;20;18,5;0;0;0
4248;20;18,5;0;0;0
4249;20;17,7;0;0;0
4250;20;17,3;0;0;0
4251;20;16,9;0;0;0
4252;20;16,9;0;0;0
4253;20;17,3;0;0;0
4254;20;18;0;0;0
4255;20;19,5;0;0;0
4256;20;21;0;0;0
4257;20;22,3;0;0;0
4258;20;23,6;0;0;0
4259;20;26,4;0;0;0
4260;20;27;0;0;0
4261;20;28,2;0;0;0
4262;20;29,2;0;0;0
4263;20;29,7;0;0;0
4264;20;28,9;0;0;0
4265;20;27,9;0;0;0
4266;20;26,8;0;0;0
4267;20;25,6;0;0;0
4268;20;21,8;0;0;0
4269;20;22,4;0;0;0
4270;20;19,2;0;0;0
4271;20;17,7;0;0;0
4272;20;16,7;0;0;0
4273;20;16,5;0;0;0
4274;20;16,1;0;0;0
4275;20;16;0;0;0
4276;20;16,1;0;30,7808;0
4277;20;16,8;0;146,369;0
4278;20;18,2;0;285,494;0
4279;20;19,6;0;0;0
4280;20;20,3;0;0;0
4281;20;21,4;0;0;0
4282;20;22,7;0;0;0
4283;20;24,2;0;0;0
4284;20;24,4;0;0;0
4285;20;24,9;0;0;0
4286;20;24,6;0;0;0
4287;20;20,3;0;0;0
4288;20;17,5;0;0;0
4289;20;17,2;0;0;0
4290;20;16,9;0;0;0
4291;20;16,7;0;0;0
4292;20;16,6;0;0;0
4293;20;16,7;0;0;0
4294;20;16;0;0;0
4295;20;15,3;0;0;0
4296;20;14,7;0;0;0
4297;20;14,8;0;239,85;2,12366
4298;20;14,4;0;399,031;981,977
4299;20;14,3;0;565,699;1062,95
4300;20;14,2;0;738,409;927,487
4301;20;14,9;0;911,457;939,886
4302;20;15,3;0;0;379,283
4303;20;16,2;0;0;178,106
4304;20;16,5;0;0;89,7161
4305;20;16,6;0;0;46,3651
4306;20;16,7;0;0;26,8205
4307;20;15,5;0;0;19,3645
4308;20;15,7;0;0;14,3481
4309;20;14,3;0;0;14,9239
4310;20;15,1;0;0;10,9523
4311;20;14,8;0;0;10,9646
4312;20;13,2;0;0;1965,66
4313;20;13,5;0;0;613,831
4314;20;14;0;0;1593,98
4315;20;13,3;0;0;1345,82
4316;20;12,6;14,1999;0;1176,8
4317;20;12,5;45,2956;0;3864,38
4318;20;12,1;82,2135;0;1566,48
4319;20;12;123,226;325,666;1139,83
4320;20;11,3;168,048;1317,6;1529,49
4321;20;10,5;215,504;1496,84;6407,23
4322;20;10,3;264,706;1646,24;6352,39
4323;20;10,3;315,168;1399,45;1307,32
4324;20;11,7;365,939;694,628;1382,73
4325;20;12,9;416,218;1109,26;2235,03
4326;20;14,6;465,107;455,644;743,511
4327;20;16;512,63;439,086;316,014
4328;20;17,6;559,358;421,295;153,287
4329;20;18,6;607,697;406,405;83,0806
4330;20;20,1;208,106;376,528;35,7212
4331;20;21;191,891;346,83;10,9605
4332;20;20,3;0;0;0
4333;20;19,2;0;0;0
4334;20;19,1;0;0;0
4335;20;19,4;0;0;0
4336;20;15,8;0;0;0
4337;20;15,9;0;0;0
4338;20;15,7;0;0;0
4339;20;15,4;0;0;0
4340;20;15;0;0;0
4341;20;14,6;0;0;0
4342;20;13,1;0;0;0
4343;20;13,2;0;0;4588,49
4344;20;13,3;0;0;2139,61
4345;20;12,9;0;0;1264,58
4346;20;13,1;0;0;2904,92
4347;20;12,9;0;0;1432,62
4348;20;12,6;0;0;3069,91
4349;20;13,5;0;895,422;748,199
4350;20;14,2;0;0;316,256
4351;20;14,5;0;0;154,077
4352;20;15,4;0;0;79,982
4353;20;16,8;0;0;38,0033
4354;20;17,9;0;0;13,8952
4355;20;18,5;0;0;0
4356;20;18,7;0;0;0
4357;20;17,7;0;0;0
4358;20;17,8;0;0;0
4359;20;17,2;0;0;0
4360;20;16,7;0;0;0
4361;20;16,7;0;0;0
4362;20;16,8;0;0;0
4363;20;16,1;0;0;0
4364;20;15,1;0;0;0
4365;20;14,8;0;0;0
4366;20;14,8;0;0;0
4367;20;14,6;0;0;1,80682
4368;20;14,4;0;0;5,33684
4369;20;14,1;0;0;1274,47
4370;20;14;0;0;1297,92
4371;20;13,9;0;0;1060,14
4372;20;14;0;0;925,816
4373;20;14;0;835,648;5159,81
4374;20;13,9;0;0;707,548
4375;20;14,2;0;0;304,958
4376;20;14,4;0;0;152,684
4377;20;14,9;0;0;600,488
4378;20;15,9;0;0;258,884
4379;20;17;0;0;122,062
4380;20;17,3;0;0;65,4039
4381;20;18,2;0;0;31,3337
4382;20;18,4;0;0;13,6769
4383;20;18,8;0;0;0
4384;20;19,1;0;0;0
4385;20;18,5;0;0;0
4386;20;18;0;0;0
4387;20;17,5;0;0;0
4388;20;16,7;0;0;0
4389;20;16,5;0;0;0
4390;20;16,2;0;0;0
4391;20;15,8;0;0;0
4392;20;15,3;0;0;0
4393;20;14,6;0;0;0
4394;20;14,8;0;0;2,02538
4395;20;14,8;0;0;1202,24
4396;20;14,6;0;0;2336,38
4397;20;15,5;0;0;563,573
4398;20;16,2;0;0;244,831
4399;20;17,4;0;0;113,365
4400;20;19,1;0;0;56,8789
4401;20;20,3;0;0;31,5431
4402;20;20,9;0;0;0
4403;20;21,6;0;0;0
4404;20;22,5;0;0;0
4405;20;23,6;0;0;0
4406;20;23,9;0;0;0
4407;20;24;0;0;0
4408;20;24,4;0;0;0
4409;20;24,2;0;0;0
4410;20;23,2;0;0;0
4411;20;20,9;0;0;0
4412;20;19,4;0;0;0
4413;20;17,9;0;0;0
4414;20;16,3;0;0;0
4415;20;15,3;0;0;0
4416;20;14,5;0;0;0
4417;20;13,6;0;0;0
4418;20;13;0;45,2095;7132,2
4419;20;12,7;0;172,583;1623,09
4420;20;12,5;0;323,714;4106,75
4421;20;14,4;0;484,129;790,753
4422;20;16,7;0;648,372;332,108
4423;20;18,7;0;812,493;158,434
4424;20;20,5;0;0;80,488
4425;20;22;0;0;42,5098
4426;20;23,2;0;0;12,398
4427;20;24,2;0;0;0
4428;20;25;0;0;0
4429;20;25,6;0;0;0
4430;20;26,4;0;0;0
4431;20;26,6;0;0;0
4432;20;26,9;0;0;0
4433;20;26,6;0;0;0
4434;20;25,9;0;0;0
4435;20;23,1;0;0;0
4436;20;20,5;0;0;0
4437;20;19,1;0;0;0
4438;20;17,8;0;0;0
4439;20;16,6;0;0;0
4440;20;15,7;0;0;0
4441;20;15;0;0;0
4442;20;14,5;0;0;0
4443;20;14,1;0;0;0
4444;20;14;0;122,081;3,05619
4445;20;16,2;0;260,877;538,053
4446;20;18,6;0;0;239,954
4447;20;20,9;0;0;115,219
4448;20;22,6;0;0;55,5558
4449;20;24,4;0;0;26,2895
4450;20;25,6;0;0;0
4451;20;27,2;0;0;0
4452;20;29,1;0;0;0
4453;20;31,2;0;0;0
4454;20;32,1;0;0;0
4455;20;32,1;0;0;0
4456;20;30,8;0;0;0
4457;20;30,9;0;0;0
4458;20;29,9;0;0;0
4459;20;27;0;0;0
4460;20;23,4;0;0;0
4461;20;20,9;0;0;0
4462;20;19,2;0;0;0
4463;20;18;0;0;0
4464;20;16,9;0;0;0
4465;20;16,3;0;0;0
4466;20;15,6;0;0;0
4467;20;14,9;0;0;0
4468;20;15;0;0;0
4469;20;17,2;0;56,5407;0
4470;20;20,5;0;176,75;0
4471;20;22,7;0;0;0
4472;20;24,5;0;0;0
4473;20;25,9;0;0;0
4474;20;27,2;0;0;0
4475;20;28,5;0;0;0
4476;20;31,3;0;0;0
4477;20;31,9;0;0;0
4478;20;32,2;0;0;0
4479;20;32,3;0;0;0
4480;20;31,6;0;0;0
4481;20;30,4;0;0;0
4482;20;28,8;0;0;0
4483;20;27,5;0;0;0
4484;20;26,7;0;0;0
4485;20;26;0;0;0
4486;20;23,9;0;0;0
4487;20;23,4;0;0;0
4488;20;24,5;0;0;0
4489;20;22,3;0;0;0
4490;20;22,2;0;0;0
4491;20;20,4;0;0;0
4492;20;20,2;0;0;0
4493;20;20,9;0;0;0
4494;20;23,3;0;0;0
4495;20;25,6;0;0;0
4496;20;27,4;0;0;0
4497;20;28,7;0;0;0
4498;20;30,4;0;0;0
4499;20;31,2;0;0;0
4500;20;31,8;0;0;0
4501;20;31,5;0;0;0
4502;20;32,6;0;0;0
4503;20;32,7;0;0;0
4504;20;32,5;0;0;0
4505;20;32,3;0;0;0
4506;20;31,3;0;0;0
4507;20;28,8;0;0;0
4508;20;25,7;0;0;0
4509;20;23,6;0;0;0
4510;20;22,1;0;0;0
4511;20;21,1;0;0;0
4512;20;19,9;0;0;0
4513;20;19,7;0;0;0
4514;20;19,2;0;0;0
4515;20;18,5;0;0;0
4516;20;18,1;0;0;0
4517;20;19,7;0;0;0
4518;20;22,5;0;0;0
4519;20;24,3;0;0;0
4520;20;26,2;0;0;0
4521;20;28,1;0;0;0
4522;20;29,7;0;0;0
4523;20;30,7;0;0;0
4524;20;32;0;0;0
4525;20;33,1;0;0;0
4526;20;33,5;0;0;0
4527;20;32,7;0;0;0
4528;20;30,4;0;0;0
4529;20;30,2;0;0;0
4530;20;28,8;0;0;0
4531;20;27,4;0;0;0
4532;20;25,4;0;0;0
4533;20;24,2;0;0;0
4534;20;23,6;0;0;0
4535;20;23,2;0;0;0
4536;20;21,6;0;0;0
4537;20;21,2;0;0;0
4538;20;21,3;0;0;0
4539;20;21,3;0;0;0
4540;20;20,9;0;0;0
4541;20;21,2;0;0;0
4542;20;22;0;0;0
4543;20;21,6;0;0;0
4544;20;21,4;0;0;0
4545;20;21,2;0;0;0
4546;20;21,6;0;0;0
4547;20;23,1;0;0;0
4548;20;22,1;0;0;0
4549;20;22,4;0;0;0
4550;20;23,4;0;0;0
4551;20;24,5;0;0;0
4552;20;22,7;0;0;0
4553;20;21,2;0;0;0
4554;20;21;0;0;0
4555;20;20,3;0;0;0
4556;20;18,9;0;0;0
4557;20;18,8;0;0;0
4558;20;19;0;0;0
4559;20;18,6;0;0;0
4560;20;18,6;0;0;0
4561;20;18,6;0;0;0
4562;20;18,2;0;0;0
4563;20;17,7;0;0;0
4564;20;17,5;0;0;0
4565;20;18,6;0;0;0
4566;20;20;0;0;0
4567;20;21,8;0;0;0
4568;20;21;0;0;0
4569;20;22,2;0;0;0
4570;20;23,8;0;0;0
4571;20;24,6;0;0;0
4572;20;26,2;0;0;0
4573;20;26,6;0;0;0
4574;20;26,9;0;0;0
4575;20;25,3;0;0;0
4576;20;22,9;0;0;0
4577;20;19,6;0;0;0
4578;20;17,5;0;0;0
4579;20;17,8;0;0;0
4580;20;17,1;0;0;0
4581;20;16,4;0;0;0
4582;20;16;0;0;0
4583;20;15,9;0;0;0
4584;20;15,4;0;0;0
4585;20;15,1;0;107,007;0
4586;20;14,6;0;274,37;1,81601
4587;20;14,4;0;432,552;1338,69
4588;20;14,4;0;600,596;1910,37
4589;20;16,2;0;768,07;559,481
4590;20;17,1;0;0;238,082
4591;20;17,8;0;0;115,322
4592;20;18,6;0;0;57,2499
4593;20;20,1;0;0;0
4594;20;22,6;0;0;0
4595;20;23,6;0;0;0
4596;20;24,5;0;0;0
4597;20;25,1;0;0;0
4598;20;25,1;0;0;0
4599;20;25,3;0;0;0
4600;20;25,6;0;0;0
4601;20;26;0;0;0
4602;20;25,1;0;0;0
4603;20;23,2;0;0;0
4604;20;21,3;0;0;0
4605;20;20,4;0;0;0
4606;20;19,5;0;0;0
4607;20;18,7;0;0;0
4608;20;19,5;0;0;0
4609;20;21,1;0;0;0
4610;20;21,1;0;0;0
4611;20;20,4;0;0;0
4612;20;20,2;0;0;0
4613;20;20,6;0;0;0
4614;20;21,9;0;0;0
4615;20;22,7;0;0;0
4616;20;23,8;0;0;0
4617;20;25,2;0;0;0
4618;20;27;0;0;0
4619;20;26,5;0;0;0
4620;20;27,6;0;0;0
4621;20;28,3;0;0;0
4622;20;28,7;0;0;0
4623;20;27,5;0;0;0
4624;20;26,5;0;0;0
4625;20;25,3;0;0;0
4626;20;24,5;0;0;0
4627;20;24,1;0;0;0
4628;20;22,7;0;0;0
4629;20;21,1;0;0;0
4630;20;20,3;0;0;0
4631;20;19,8;0;0;0
4632;20;19,4;0;0;0
4633;20;19,6;0;0;0
4634;20;18,6;0;0;0
4635;20;16,7;0;0;0
4636;20;16,6;0;18,6345;0
4637;20;18,5;0;126,457;0
4638;20;20,1;0;0;0
4639;20;21,1;0;0;0
4640;20;22,3;0;0;0
4641;20;23,4;0;0;0
4642;20;24,5;0;0;0
4643;20;25,1;0;0;0
4644;20;25,6;0;0;0
4645;20;25,7;0;0;0
4646;20;25,5;0;0;0
4647;20;25,3;0;0;0
4648;20;25,1;0;0;0
4649;20;25,5;0;0;0
4650;20;24,5;0;0;0
4651;20;23,3;0;0;0
4652;20;22;0;0;0
4653;20;20,8;0;0;0
4654;20;20,1;0;0;0
4655;20;18,2;0;0;0
4656;20;17,9;0;0;0
4657;20;17,5;0;0;0
4658;20;17,5;0;0;0
4659;20;17,4;0;0;0
4660;20;17,6;0;0;0
4661;20;18,1;0;0;0
4662;20;19,8;0;0;0
4663;20;22,1;0;0;0
4664;20;23,4;0;0;0
4665;20;24,1;0;0;0
4666;20;24,9;0;0;0
4667;20;25,7;0;0;0
4668;20;26,5;0;0;0
4669;20;27,3;0;0;0
4670;20;27;0;0;0
4671;20;26,5;0;0;0
4672;20;25,8;0;0;0
4673;20;24,6;0;0;0
4674;20;23;0;0;0
4675;20;21,6;0;0;0
4676;20;20,7;0;0;0
4677;20;19,7;0;0;0
4678;20;18;0;0;0
4679;20;16;0;0;0
4680;20;15,8;0;0;0
4681;20;15,1;0;0;0
4682;20;14,5;0;0;0
4683;20;13,6;0;92,0956;0
4684;20;12,8;0;230,27;1265,05
4685;20;14,9;0;383,608;1878,98
4686;20;17,8;0;540,216;547,179
4687;20;19,7;0;231,833;239,451
4688;20;21;0;0;115,844
4689;20;21,8;0;0;60,5631
4690;20;23,1;0;0;0
4691;20;23,7;0;0;0
4692;20;24;0;0;0
4693;20;24,8;0;0;0
4694;20;25,1;0;0;0
4695;20;25;0;0;0
4696;20;24,8;0;0;0
4697;20;24;0;0;0
4698;20;22,7;0;0;0
4699;20;20,4;0;0;0
4700;20;18,3;0;0;0
4701;20;18,2;0;0;0
4702;20;18,2;0;0;0
4703;20;18,2;0;0;0
4704;20;17,5;0;0;0
4705;20;17,6;0;0;0
4706;20;16,5;0;0;0
4707;20;14,6;0;0;0
4708;20;13,7;0;153,453;2,44691
4709;20;15,6;0;301,41;4,38834
4710;20;17,9;0;0;3,20121
4711;20;18,9;0;0;1,25682
4712;20;20,3;0;0;0
4713;20;21,4;0;0;0
4714;20;22,7;0;0;0
4715;20;24,1;0;0;0
4716;20;25,2;0;0;0
4717;20;26,1;0;0;0
4718;20;26,5;0;0;0
4719;20;27,1;0;0;0
4720;20;27,2;0;0;0
4721;20;26,8;0;0;0
4722;20;25,9;0;0;0
4723;20;23,2;0;0;0
4724;20;21,5;0;0;0
4725;20;20,3;0;0;0
4726;20;19,4;0;0;0
4727;20;18,4;0;0;0
4728;20;17,8;0;0;0
4729;20;16,4;0;0;0
4730;20;15,8;0;0;0
4731;20;15,6;0;0;0
4732;20;15,2;0;72,5964;0
4733;20;16,8;0;203,672;0
4734;20;20;0;0;0
4735;20;21,5;0;0;0
4736;20;22,9;0;0;0
4737;20;24,1;0;0;0
4738;20;25,7;0;0;0
4739;20;27,1;0;0;0
4740;20;27,6;0;0;0
4741;20;28,6;0;0;0
4742;20;28,9;0;0;0
4743;20;28,8;0;0;0
4744;20;29,4;0;0;0
4745;20;28,8;0;0;0
4746;20;27,1;0;0;0
4747;20;24,8;0;0;0
4748;20;22,5;0;0;0
4749;20;21,5;0;0;0
4750;20;20,1;0;0;0
4751;20;20,2;0;0;0
4752;20;19,4;0;0;0
4753;20;17,9;0;0;0
4754;20;17,3;0;0;0
4755;20;17;0;0;0
4756;20;16,5;0;0;0
4757;20;17,8;0;71,0866;0
4758;20;20,6;0;0;0
4759;20;22,7;0;0;0
4760;20;24,6;0;0;0
4761;20;26,3;0;0;0
4762;20;27,4;0;0;0
4763;20;28,8;0;0;0
