,Qs,HeatStockTemperature,DHWStockTemperature,ElectricConsumption,SolarPVProduction
2622,2.853,40.0,61.9,6.492,0.0
2623,0.0,18.0,57.6,5.564,0.0
2624,0.0,18.0,55.7,2.133,0.0
2625,0.0,18.0,54.9,1.623,0.0
2626,0.0,18.0,54.1,1.623,0.0
2627,0.0,18.0,52.9,4.382,0.0
2628,0.0,18.0,51.4,9.088,0.0
2629,0.0,18.0,50.2,4.034,0.0
2630,0.0,18.0,70.0,1.623,0.0
2631,0.0,18.0,68.9,1.623,0.0
2632,0.0,18.0,67.3,4.382,0.0
2633,0.0,18.0,65.3,9.274,0.0
2634,0.0,18.0,62.7,7.233,0.0
2635,0.0,18.0,59.1,6.399,0.0
2636,0.0,18.0,55.9,5.564,0.0
2637,0.0,18.0,54.0,6.955,0.0
2638,0.0,18.0,52.2,6.955,0.0
2639,6.603,40.0,52.1,0.811,0.0
2640,7.548,40.0,52.0,0.811,0.0
2641,8.457,40.0,51.8,0.811,0.0
2642,8.916,40.0,51.7,0.811,0.0
2643,9.418,40.0,51.6,0.811,0.0
2644,9.774,40.0,51.5,0.811,0.0
2645,9.77,40.0,70.0,0.811,0.0
2646,0.142,40.0,65.4,6.492,0.0
2647,0.0,18.0,60.8,5.564,0.0
2648,0.0,18.0,58.8,2.133,0.0
2649,0.0,18.0,58.0,1.623,0.0
2650,0.0,18.0,57.1,1.623,0.0
2651,0.0,18.0,55.9,4.382,0.0
2652,0.0,18.0,54.2,9.088,0.0
2653,0.0,18.0,53.0,4.034,0.0
2654,0.0,18.0,52.2,1.623,0.0
2655,0.0,18.0,51.4,1.623,0.0
2656,0.0,18.0,50.3,4.382,0.0
2657,0.0,18.0,70.0,9.274,0.0
2658,0.0,18.0,67.2,7.233,0.0
2659,0.0,18.0,63.3,6.399,0.0
2660,1.069,40.0,59.9,5.564,0.0
2661,1.329,40.0,57.8,6.955,0.0
2662,2.475,40.0,55.9,6.955,0.0
2663,8.793,40.0,55.8,0.811,0.0
2664,9.669,40.0,55.6,0.811,0.0
2665,10.413,40.0,55.5,0.811,0.0
2666,10.953,40.0,55.4,0.811,0.0
2667,11.378,40.0,55.2,0.811,0.0
2668,11.82,40.0,55.1,0.811,0.0
2669,11.724,40.0,53.0,0.811,0.0
2670,1.308,40.0,70.0,6.492,0.0
2671,0.0,18.0,65.1,5.564,0.0
2672,0.0,18.0,62.9,2.133,0.0
2673,0.0,18.0,62.0,1.623,0.0
2674,0.0,18.0,61.1,1.623,0.0
2675,0.0,18.0,59.7,4.382,0.0
2676,0.0,18.0,57.9,9.088,0.0
2677,0.0,18.0,56.6,4.034,0.0
2678,0.0,18.0,55.8,1.623,0.0
2679,0.0,18.0,54.9,1.623,0.0
2680,0.0,18.0,53.7,4.382,0.0
2681,0.0,18.0,52.1,9.274,0.0
2682,0.0,18.0,50.1,7.233,0.0
2683,0.0,18.0,70.0,6.399,0.0
2684,0.0,18.0,66.3,5.564,0.0
2685,0.0,18.0,63.9,6.955,0.0
2686,0.0,18.0,61.8,6.955,0.0
2687,6.524,40.0,61.6,0.811,0.0
2688,7.928,40.0,61.5,0.811,0.0
2689,9.086,40.0,61.3,0.811,0.0
2690,9.628,40.0,61.2,0.811,0.0
2691,10.212,40.0,61.0,0.811,0.0
2692,10.575,40.0,60.8,0.811,0.0
2693,10.554,40.0,58.5,0.811,0.0
2694,0.316,40.0,54.7,6.492,0.0
2695,0.0,18.0,51.0,5.564,0.0
2696,0.0,18.0,70.0,2.133,0.0
2697,0.0,18.0,69.0,1.623,0.0
2698,0.0,18.0,67.9,1.623,0.0
2699,0.0,18.0,66.4,4.382,0.0
2700,0.0,18.0,64.4,9.088,0.0
2701,0.0,18.0,63.0,4.034,0.0
2702,0.0,18.0,62.0,1.623,0.0
2703,0.0,18.0,61.0,1.623,0.0
2704,0.0,18.0,59.6,4.382,0.0
2705,0.0,18.0,57.9,9.274,0.0
2706,0.0,18.0,55.6,7.233,0.0
2707,0.0,18.0,52.4,6.399,0.0
2708,0.0,18.0,70.0,5.564,0.0
2709,0.0,18.0,67.5,6.955,0.0
2710,0.0,18.0,65.2,6.955,0.0
2711,5.393,40.0,65.1,0.811,0.0
2712,7.503,40.0,64.9,0.811,0.0
2713,9.032,40.0,64.8,0.811,0.0
2714,9.787,40.0,64.6,0.811,0.0
2715,10.697,40.0,64.4,0.811,0.0
2716,11.366,40.0,64.3,0.811,0.0
2717,11.344,40.0,61.8,0.811,0.0
2718,0.799,40.0,57.8,6.492,0.0
2719,0.0,18.0,53.8,5.564,0.0
2720,0.0,18.0,52.0,2.133,0.0
2721,0.0,18.0,51.3,1.623,0.0
2722,0.0,18.0,50.5,1.623,0.0
2723,0.0,18.0,70.0,4.382,0.0
2724,0.0,18.0,67.9,9.088,0.0
2725,0.0,18.0,66.3,4.034,0.0
2726,0.0,18.0,65.3,1.623,0.0
2727,0.0,18.0,64.3,1.623,0.0
2728,0.0,18.0,62.8,4.382,0.0
2729,0.0,18.0,60.9,9.274,0.0
2730,0.0,18.0,58.6,7.233,0.0
2731,0.0,18.0,55.2,6.399,0.0
2732,0.0,18.0,52.3,5.564,0.0
2733,0.0,18.0,50.5,6.955,0.0
2734,1.255,40.0,70.0,6.955,0.0
2735,7.955,40.0,69.8,0.811,0.0
2736,8.707,40.0,69.6,0.811,0.0
2737,9.774,40.0,69.5,0.811,0.0
2738,10.185,40.0,69.3,0.811,0.0
2739,10.777,40.0,69.1,0.811,0.0
2740,11.246,40.0,68.9,0.811,0.0
2741,11.06,40.0,66.2,0.811,0.0
2742,1.269,40.0,61.9,6.492,0.0
2743,0.0,18.0,57.6,5.564,0.0
2744,0.0,18.0,55.7,2.133,0.0
2745,0.0,18.0,54.9,1.623,0.0
2746,0.0,18.0,54.1,1.623,0.0
2747,0.0,18.0,52.9,4.382,0.0
2748,0.0,18.0,51.4,9.088,0.0
2749,0.0,18.0,50.2,4.034,0.0
2750,0.0,18.0,70.0,1.623,0.0
2751,0.0,18.0,68.9,1.623,0.0
2752,0.0,18.0,67.3,4.382,0.0
2753,0.0,18.0,65.3,9.274,0.0
2754,0.0,18.0,62.7,7.233,0.0
2755,0.0,18.0,59.1,6.399,0.0
2756,0.0,18.0,55.9,5.564,0.0
2757,0.0,18.0,54.0,6.955,0.0
2758,0.0,18.0,52.2,6.955,0.0
2759,3.261,40.0,52.1,0.811,0.0
2760,5.078,40.0,52.0,0.811,0.0
2761,6.269,40.0,51.8,0.811,0.0
2762,6.951,40.0,51.7,0.811,0.0
2763,7.556,40.0,51.6,0.811,0.0
2764,8.153,40.0,51.5,0.811,0.0
2765,8.025,40.0,70.0,0.811,0.0
2766,0.0,18.0,65.4,6.492,0.0
2767,0.0,18.0,60.8,5.564,0.0
2768,0.0,18.0,58.8,2.133,0.0
2769,0.0,18.0,58.0,1.623,0.0
2770,0.0,18.0,57.1,1.623,0.0
2771,0.0,18.0,55.9,4.382,0.0
2772,0.0,18.0,54.2,9.088,0.0
2773,0.0,18.0,53.0,4.034,0.0
2774,0.0,18.0,52.2,1.623,0.0
2775,0.0,18.0,51.4,1.623,0.0
2776,0.0,18.0,50.3,4.382,0.0
2777,0.0,18.0,70.0,9.274,0.0
2778,0.0,18.0,67.2,7.233,0.0
2779,0.0,18.0,63.3,6.399,0.0
2780,0.0,18.0,59.9,5.564,0.0
2781,0.0,18.0,57.8,6.955,0.0
2782,0.0,18.0,55.9,6.955,0.0
2783,3.948,40.0,55.8,0.811,0.0
2784,5.571,40.0,55.6,0.811,0.0
2785,6.253,40.0,55.5,0.811,0.0
2786,6.822,40.0,55.4,0.811,0.0
2787,7.222,40.0,55.2,0.811,0.0
2788,7.594,40.0,55.1,0.811,0.0
2789,7.164,40.0,53.0,0.811,0.0
2790,0.0,18.0,70.0,6.492,0.0
2791,0.0,18.0,65.1,5.564,0.0
2792,0.0,18.0,62.9,2.133,0.0
2793,0.0,18.0,62.0,1.623,0.0
2794,0.0,18.0,61.1,1.623,0.0
2795,0.0,18.0,59.7,4.382,0.0
2796,0.0,18.0,57.9,9.088,0.0
2797,0.0,18.0,56.6,4.034,0.0
2798,0.0,18.0,55.8,1.623,0.0
2799,0.0,18.0,54.9,1.623,0.0
2800,0.0,18.0,53.7,4.382,0.0
2801,0.0,18.0,52.1,9.274,0.0
2802,0.0,18.0,50.1,7.233,0.0
2803,0.0,18.0,70.0,6.399,0.0
2804,0.0,18.0,66.3,5.564,0.0
2805,0.0,18.0,63.9,6.955,0.0
2806,0.0,18.0,61.8,6.955,0.0
2807,1.479,40.0,61.6,0.811,0.0
2808,4.07,40.0,61.5,0.811,0.0
2809,5.448,40.0,61.3,0.811,0.0
2810,6.231,40.0,61.2,0.811,0.0
2811,7.003,40.0,61.0,0.811,0.0
2812,7.587,40.0,60.8,0.811,0.0
2813,7.317,40.0,58.5,0.811,0.0
2814,0.0,18.0,54.7,6.492,0.0
2815,0.0,18.0,51.0,5.564,0.0
2816,0.0,18.0,70.0,2.133,0.0
2817,0.0,18.0,69.0,1.623,0.0
2818,0.0,18.0,67.9,1.623,0.0
2819,0.0,18.0,66.4,4.382,0.0
2820,0.0,18.0,64.4,9.088,0.0
2821,0.0,18.0,63.0,4.034,0.0
2822,0.0,18.0,62.0,1.623,0.0
2823,0.0,18.0,61.0,1.623,0.0
2824,0.0,18.0,59.6,4.382,0.0
2825,0.0,18.0,57.9,9.274,0.0
2826,0.0,18.0,55.6,7.233,0.0
2827,0.0,18.0,52.4,6.399,0.0
2828,0.0,18.0,70.0,5.564,0.0
2829,0.0,18.0,67.5,6.955,0.0
2830,0.0,18.0,65.2,6.955,0.0
2831,7.013,40.0,65.1,0.811,0.0
2832,8.941,40.0,64.9,0.811,0.0
2833,10.545,40.0,64.8,0.811,0.0
2834,11.367,40.0,64.6,0.811,0.0
2835,12.329,40.0,64.4,0.811,0.0
2836,13.101,40.0,64.3,0.811,0.0
2837,12.888,40.0,61.8,0.811,0.0
2838,1.792,40.0,57.8,6.492,0.0
2839,0.0,18.0,53.8,5.564,0.0
2840,0.0,18.0,52.0,2.133,0.0
2841,0.0,18.0,51.3,1.623,0.0
2842,0.0,18.0,50.5,1.623,0.0
2843,0.0,18.0,70.0,4.382,0.0
2844,0.0,18.0,67.9,9.088,0.0
2845,0.0,18.0,66.3,4.034,0.0
2846,0.0,18.0,65.3,1.623,0.0
2847,0.0,18.0,64.3,1.623,0.0
2848,0.0,18.0,62.8,4.382,0.0
2849,0.0,18.0,60.9,9.274,0.0
2850,0.0,18.0,58.6,7.233,0.0
2851,0.0,18.0,55.2,6.399,0.0
2852,0.894,40.0,52.3,5.564,0.0
2853,1.899,40.0,50.5,6.955,0.0
2854,3.758,40.0,70.0,6.955,0.0
2855,10.443,40.0,69.8,0.811,0.0
2856,11.442,40.0,69.6,0.811,0.0
2857,12.545,40.0,69.5,0.811,0.0
2858,13.4,40.0,69.3,0.811,0.0
2859,14.155,40.0,69.1,0.811,0.0
2860,14.906,40.0,68.9,0.811,0.0
2861,14.705,40.0,66.2,0.811,0.0
2862,3.842,40.0,61.9,6.492,0.0
2863,0.0,18.0,57.6,5.564,0.0
2864,0.0,18.0,55.7,2.133,0.0
2865,0.0,18.0,54.9,1.623,0.0
2866,0.0,18.0,54.1,1.623,0.0
2867,0.0,18.0,52.9,4.382,0.0
2868,0.0,18.0,51.4,9.088,0.0
2869,0.0,18.0,50.2,4.034,0.0
2870,0.0,18.0,70.0,1.623,0.0
2871,0.0,18.0,68.9,1.623,0.0
2872,0.0,18.0,67.3,4.382,0.0
2873,0.0,18.0,65.3,9.274,0.0
2874,0.0,18.0,62.7,7.233,0.0
2875,1.414,40.0,59.1,6.399,0.0
2876,4.578,40.0,55.9,5.564,0.0
2877,3.17,40.0,54.0,6.955,0.0
2878,3.281,40.0,52.2,6.955,0.0
2879,8.667,40.0,52.1,0.811,0.0
2880,7.662,40.0,52.0,0.811,0.0
2881,6.353,40.0,51.8,0.811,0.0
2882,6.002,40.0,51.7,0.811,0.0
2883,5.391,40.0,51.6,0.811,0.0
2884,4.99,40.0,51.5,0.811,0.0
2885,5.835,40.0,70.0,0.811,0.0
2886,0.0,18.0,65.4,6.492,0.0
2887,0.0,18.0,60.8,5.564,0.0
2888,0.0,18.0,58.8,2.133,0.0
2889,0.0,18.0,58.0,1.623,0.0
2890,0.0,18.0,57.1,1.623,0.0
2891,0.0,18.0,55.9,4.382,0.0
2892,0.0,18.0,54.2,9.088,0.0
2893,0.0,18.0,53.0,4.034,0.0
2894,0.0,18.0,52.2,1.623,0.0
2895,0.0,18.0,51.4,1.623,0.0
2896,0.0,18.0,50.3,4.382,0.0
2897,0.0,18.0,70.0,9.274,0.0
2898,0.0,18.0,67.2,7.233,0.0
2899,0.0,18.0,63.3,6.399,0.0
2900,0.0,18.0,59.9,5.564,0.0
2901,0.0,18.0,57.8,6.955,0.0
2902,0.0,18.0,55.9,6.955,0.0
2903,0.0,18.0,55.8,0.811,0.0
2904,0.0,18.0,55.6,0.811,0.0
2905,0.0,18.0,55.5,0.811,0.0
2906,0.0,18.0,55.4,0.811,0.0
2907,0.504,40.0,55.2,0.811,0.0
2908,1.765,40.0,55.1,0.811,0.0
2909,0.891,40.0,53.0,0.811,0.0
2910,0.0,18.0,70.0,6.492,0.0
2911,0.0,18.0,65.1,5.564,0.0
2912,0.0,18.0,62.9,2.133,0.0
2913,0.0,18.0,62.0,1.623,0.0
2914,0.0,18.0,61.1,1.623,0.0
2915,0.0,18.0,59.7,4.382,0.0
2916,0.0,18.0,57.9,9.088,0.0
2917,0.0,18.0,56.6,4.034,0.0
2918,0.0,18.0,55.8,1.623,0.0
2919,0.0,18.0,54.9,1.623,0.0
2920,0.0,18.0,53.7,4.382,0.0
2921,0.0,18.0,52.1,9.274,0.0
2922,0.0,18.0,50.1,7.233,0.0
2923,0.0,18.0,70.0,6.399,0.0
2924,0.0,18.0,66.3,5.564,0.0
2925,0.0,18.0,63.9,6.955,0.0
2926,0.0,18.0,61.8,6.955,0.0
2927,0.0,18.0,61.6,0.811,0.0
2928,0.403,40.0,61.5,0.811,0.0
2929,1.82,40.0,61.3,0.811,0.0
2930,2.352,40.0,61.2,0.811,0.0
2931,2.905,40.0,61.0,0.811,0.0
2932,3.253,40.0,60.8,0.811,0.0
2933,2.55,40.0,58.5,0.811,0.0
2934,0.0,18.0,54.7,6.492,0.0
2935,0.0,18.0,51.0,5.564,0.0
2936,0.0,18.0,70.0,2.133,0.0
2937,0.0,18.0,69.0,1.623,0.0
2938,0.0,18.0,67.9,1.623,0.0
2939,0.0,18.0,66.4,4.382,0.0
2940,0.0,18.0,64.4,9.088,0.0
2941,0.0,18.0,63.0,4.034,0.0
2942,0.0,18.0,62.0,1.623,0.0
2943,0.0,18.0,61.0,1.623,0.0
2944,0.0,18.0,59.6,4.382,0.0
2945,0.0,18.0,57.9,9.274,0.0
2946,0.0,18.0,55.6,7.233,0.0
2947,0.0,18.0,52.4,6.399,0.0
2948,0.0,18.0,70.0,5.564,0.0
2949,0.0,18.0,67.5,6.955,0.0
2950,0.0,18.0,65.2,6.955,0.0
2951,0.0,18.0,65.1,0.811,0.0
2952,1.397,40.0,64.9,0.811,0.0
2953,3.406,40.0,64.8,0.811,0.0
2954,4.27,40.0,64.6,0.811,0.0
2955,5.162,40.0,64.4,0.811,0.0
2956,5.688,40.0,64.3,0.811,0.0
2957,5.005,40.0,61.8,0.811,0.0
2958,0.0,18.0,57.8,6.492,0.0
2959,0.0,18.0,53.8,5.564,0.0
2960,0.0,18.0,52.0,2.133,0.0
2961,0.0,18.0,51.3,1.623,0.0
2962,0.0,18.0,50.5,1.623,0.0
2963,0.0,18.0,70.0,4.382,0.0
2964,0.0,18.0,67.9,9.088,0.0
2965,0.0,18.0,66.3,4.034,0.0
2966,0.0,18.0,65.3,1.623,0.0
2967,0.0,18.0,64.3,1.623,0.0
2968,0.0,18.0,62.8,4.382,0.0
2969,0.0,18.0,60.9,9.274,0.0
2970,0.0,18.0,58.6,7.233,0.0
2971,0.0,18.0,55.2,6.399,0.0
2972,0.0,18.0,52.3,5.564,0.0
2973,0.0,18.0,50.5,6.955,0.0
2974,0.0,18.0,70.0,6.955,0.0
2975,0.0,18.0,69.8,0.811,0.0
2976,1.314,40.0,69.6,0.811,0.0
2977,2.309,40.0,69.5,0.811,0.0
2978,2.625,40.0,69.3,0.811,0.0
2979,3.101,40.0,69.1,0.811,0.0
2980,3.309,40.0,68.9,0.811,0.0
2981,2.332,40.0,66.2,0.811,0.0
2982,0.0,18.0,61.9,6.492,0.0
2983,0.0,18.0,57.6,5.564,0.0
2984,0.0,18.0,55.7,2.133,0.0
2985,0.0,18.0,54.9,1.623,0.0
2986,0.0,18.0,54.1,1.623,0.0
2987,0.0,18.0,52.9,4.382,0.0
2988,0.0,18.0,51.4,9.088,0.0
2989,0.0,18.0,50.2,4.034,0.0
2990,0.0,18.0,70.0,1.623,0.0
2991,0.0,18.0,68.9,1.623,0.0
2992,0.0,18.0,67.3,4.382,0.0
2993,0.0,18.0,65.3,9.274,0.0
2994,0.0,18.0,62.7,7.233,0.0
2995,0.0,18.0,59.1,6.399,0.0
2996,0.0,18.0,55.9,5.564,0.0
2997,0.0,18.0,54.0,6.955,0.0
2998,0.0,18.0,52.2,6.955,0.0
2999,0.0,18.0,52.1,0.811,0.0
3000,0.0,18.0,52.0,0.811,0.0
3001,0.626,40.0,51.8,0.811,0.0
3002,1.56,40.0,51.7,0.811,0.0
3003,2.151,40.0,51.6,0.811,0.0
3004,2.758,40.0,51.5,0.811,0.0
3005,1.751,40.0,70.0,0.811,0.0
3006,0.0,18.0,65.4,6.492,0.0
3007,0.0,18.0,60.8,5.564,0.0
3008,0.0,18.0,58.8,2.133,0.0
3009,0.0,18.0,58.0,1.623,0.0
3010,0.0,18.0,57.1,1.623,0.0
3011,0.0,18.0,55.9,4.382,0.0
3012,0.0,18.0,54.2,9.088,0.0
3013,0.0,18.0,53.0,4.034,0.0
3014,0.0,18.0,52.2,1.623,0.0
3015,0.0,18.0,51.4,1.623,0.0
3016,0.0,18.0,50.3,4.382,0.0
3017,0.0,18.0,70.0,9.274,0.0
3018,0.0,18.0,67.2,7.233,0.0
3019,0.0,18.0,63.3,6.399,0.0
3020,0.0,18.0,59.9,5.564,0.0
3021,0.0,18.0,57.8,6.955,0.0
3022,0.0,18.0,55.9,6.955,0.0
3023,0.0,18.0,55.8,0.811,0.0
3024,0.0,18.0,55.6,0.811,0.0
3025,1.351,40.0,55.5,0.811,0.0
3026,2.435,40.0,55.4,0.811,0.0
3027,3.066,40.0,55.2,0.811,0.0
3028,3.693,40.0,55.1,0.811,0.0
3029,2.785,40.0,53.0,0.811,0.0
3030,0.0,18.0,70.0,6.492,0.0
3031,0.0,18.0,65.1,5.564,0.0
3032,0.0,18.0,62.9,2.133,0.0
3033,0.0,18.0,62.0,1.623,0.0
3034,0.0,18.0,61.1,1.623,0.0
3035,0.0,18.0,59.7,4.382,0.0
3036,0.0,18.0,57.9,9.088,0.0
3037,0.0,18.0,56.6,4.034,0.0
3038,0.0,18.0,55.8,1.623,0.0
3039,0.0,18.0,54.9,1.623,0.0
3040,0.0,18.0,53.7,4.382,0.0
3041,0.0,18.0,52.1,9.274,0.0
3042,0.0,18.0,50.1,7.233,0.0
3043,0.0,18.0,70.0,6.399,0.0
3044,0.0,18.0,66.3,5.564,0.0
3045,0.0,18.0,63.9,6.955,0.0
3046,0.0,18.0,61.8,6.955,0.0
3047,0.0,18.0,61.6,0.811,0.0
3048,1.486,40.0,61.5,0.811,0.0
3049,2.526,40.0,61.3,0.811,0.0
3050,2.516,40.0,61.2,0.811,0.0
3051,2.93,40.0,61.0,0.811,0.0
3052,3.053,40.0,60.8,0.811,0.0
3053,2.695,40.0,58.5,0.811,0.0
3054,0.0,18.0,54.7,6.492,0.0
3055,0.0,18.0,51.0,5.564,0.0
3056,0.0,18.0,70.0,2.133,0.0
3057,0.0,18.0,69.0,1.623,0.0
3058,0.0,18.0,67.9,1.623,0.0
3059,0.0,18.0,66.4,4.382,0.0
3060,0.0,18.0,64.4,9.088,0.0
3061,0.0,18.0,63.0,4.034,0.0
3062,0.0,18.0,62.0,1.623,0.0
3063,0.0,18.0,61.0,1.623,0.0
3064,0.0,18.0,59.6,4.382,0.0
3065,0.0,18.0,57.9,9.274,0.0
3066,0.0,18.0,55.6,7.233,0.0
3067,0.0,18.0,52.4,6.399,0.0
3068,0.0,18.0,70.0,5.564,0.0
3069,0.0,18.0,67.5,6.955,0.0
3070,0.0,18.0,65.2,6.955,0.0
3071,3.383,40.0,65.1,0.811,0.0
3072,5.245,40.0,64.9,0.811,0.0
3073,6.459,40.0,64.8,0.811,0.0
3074,7.288,40.0,64.6,0.811,0.0
3075,7.991,40.0,64.4,0.811,0.0
3076,8.561,40.0,64.3,0.811,0.0
3077,7.505,40.0,61.8,0.811,0.0
3078,0.0,18.0,57.8,6.492,0.0
3079,0.0,18.0,53.8,5.564,0.0
3080,0.0,18.0,52.0,2.133,0.0
3081,0.0,18.0,51.3,1.623,0.0
3082,0.0,18.0,50.5,1.623,0.0
3083,0.0,18.0,70.0,4.382,0.0
3084,0.0,18.0,67.9,9.088,0.0
3085,0.0,18.0,66.3,4.034,0.0
3086,0.0,18.0,65.3,1.623,0.0
3087,0.0,18.0,64.3,1.623,0.0
3088,0.0,18.0,62.8,4.382,0.0
3089,0.0,18.0,60.9,9.274,0.0
3090,0.0,18.0,58.6,7.233,0.0
3091,0.0,18.0,55.2,6.399,0.0
3092,0.0,18.0,52.3,5.564,0.0
3093,0.0,18.0,50.5,6.955,0.0
3094,0.0,18.0,70.0,6.955,0.0
3095,5.45,40.0,69.8,0.811,0.0
3096,7.121,40.0,69.6,0.811,0.0
3097,8.258,40.0,69.5,0.811,0.0
3098,8.731,40.0,69.3,0.811,0.0
3099,9.454,40.0,69.1,0.811,0.0
3100,10.234,40.0,68.9,0.811,0.0
3101,8.945,40.0,66.2,0.811,0.0
3102,0.0,18.0,61.9,6.492,0.0
3103,0.0,18.0,57.6,5.564,0.0
3104,0.0,18.0,55.7,2.133,0.0
3105,0.0,18.0,54.9,1.623,0.0
3106,0.0,18.0,54.1,1.623,0.0
3107,0.0,18.0,52.9,4.382,0.0
3108,0.0,18.0,51.4,9.088,0.0
3109,0.0,18.0,50.2,4.034,0.0
3110,0.0,18.0,70.0,1.623,0.0
3111,0.0,18.0,68.9,1.623,0.0
3112,0.0,18.0,67.3,4.382,0.0
3113,0.0,18.0,65.3,9.274,0.0
3114,0.0,18.0,62.7,7.233,0.0
3115,0.0,18.0,59.1,6.399,0.0
3116,0.0,18.0,55.9,5.564,0.0
3117,0.0,18.0,54.0,6.955,0.0
3118,0.0,18.0,52.2,6.955,0.0
3119,5.876,40.0,52.1,0.811,0.0
3120,6.495,40.0,52.0,0.811,0.0
3121,6.682,40.0,51.8,0.811,0.0
3122,6.904,40.0,51.7,0.811,0.0
3123,6.867,40.0,51.6,0.811,0.0
3124,7.032,40.0,51.5,0.811,0.0
3125,5.431,40.0,70.0,0.811,0.0
3126,0.0,18.0,65.4,6.492,0.0
3127,0.0,18.0,60.8,5.564,0.0
3128,0.0,18.0,58.8,2.133,0.0
3129,0.0,18.0,58.0,1.623,0.0
3130,0.0,18.0,57.1,1.623,0.0
3131,0.0,18.0,55.9,4.382,0.0
3132,0.0,18.0,54.2,9.088,0.0
3133,0.0,18.0,53.0,4.034,0.0
3134,0.0,18.0,52.2,1.623,0.0
3135,0.0,18.0,51.4,1.623,0.0
3136,0.0,18.0,50.3,4.382,0.0
3137,0.0,18.0,70.0,9.274,0.0
3138,0.0,18.0,67.2,7.233,0.0
3139,0.0,18.0,63.3,6.399,0.0
3140,0.0,18.0,59.9,5.564,0.0
3141,0.0,18.0,57.8,6.955,0.0
3142,0.0,18.0,55.9,6.955,0.0
3143,2.98,40.0,55.8,0.811,0.0
3144,5.271,40.0,55.6,0.811,0.0
3145,6.887,40.0,55.5,0.811,0.0
3146,7.977,40.0,55.4,0.811,0.0
3147,8.792,40.0,55.2,0.811,0.0
3148,9.589,40.0,55.1,0.811,0.0
3149,8.321,40.0,53.0,0.811,0.0
3150,0.0,18.0,70.0,6.492,0.0
3151,0.0,18.0,65.1,5.564,0.0
3152,0.0,18.0,62.9,2.133,0.0
3153,0.0,18.0,62.0,1.623,0.0
3154,0.0,18.0,61.1,1.623,0.0
3155,0.0,18.0,59.7,4.382,0.0
3156,0.0,18.0,57.9,9.088,0.0
3157,0.0,18.0,56.6,4.034,0.0
3158,0.0,18.0,55.8,1.623,0.0
3159,0.0,18.0,54.9,1.623,0.0
3160,0.0,18.0,53.7,4.382,0.0
3161,0.0,18.0,52.1,9.274,0.0
3162,0.0,18.0,50.1,7.233,0.0
3163,0.0,18.0,70.0,6.399,0.0
3164,0.723,40.0,66.3,5.564,0.0
3165,1.251,40.0,63.9,6.955,0.0
3166,2.25,40.0,61.8,6.955,0.0
3167,8.517,40.0,61.6,0.811,0.0
3168,8.676,40.0,61.5,0.811,0.0
3169,8.877,40.0,61.3,0.811,0.0
3170,8.943,40.0,61.2,0.811,0.0
3171,8.955,40.0,61.0,0.811,0.0
3172,9.052,40.0,60.8,0.811,0.0
3173,7.543,40.0,58.5,0.811,0.0
3174,0.0,18.0,54.7,6.492,0.0
3175,0.0,18.0,51.0,5.564,0.0
3176,0.0,18.0,70.0,2.133,0.0
3177,0.0,18.0,69.0,1.623,0.0
3178,0.0,18.0,67.9,1.623,0.0
3179,0.0,18.0,66.4,4.382,0.0
3180,0.0,18.0,64.4,9.088,0.0
3181,0.0,18.0,63.0,4.034,0.0
3182,0.0,18.0,62.0,1.623,0.0
3183,0.0,18.0,61.0,1.623,0.0
3184,0.0,18.0,59.6,4.382,0.0
3185,0.0,18.0,57.9,9.274,0.0
3186,0.0,18.0,55.6,7.233,0.0
3187,0.0,18.0,52.4,6.399,0.0
3188,0.0,18.0,70.0,5.564,0.0
3189,0.0,18.0,67.5,6.955,0.0
3190,0.0,18.0,65.2,6.955,0.0
3191,1.136,40.0,65.1,0.811,0.0
3192,3.834,40.0,64.9,0.811,0.0
3193,5.449,40.0,64.8,0.811,0.0
3194,6.214,40.0,64.6,0.811,0.0
3195,7.165,40.0,64.4,0.811,0.0
3196,7.794,40.0,64.3,0.811,0.0
3197,6.461,40.0,61.8,0.811,0.0
3198,0.0,18.0,57.8,6.492,0.0
3199,0.0,18.0,53.8,5.564,0.0
3200,0.0,18.0,52.0,2.133,0.0
3201,0.0,18.0,51.3,1.623,0.0
3202,0.0,18.0,50.5,1.623,0.0
3203,0.0,18.0,70.0,4.382,0.0
3204,0.0,18.0,67.9,9.088,0.0
3205,0.0,18.0,66.3,4.034,0.0
3206,0.0,18.0,65.3,1.623,0.0
3207,0.0,18.0,64.3,1.623,0.0
3208,0.0,18.0,62.8,4.382,0.0
3209,0.0,18.0,60.9,9.274,0.0
3210,0.0,18.0,58.6,7.233,0.0
3211,0.0,18.0,55.2,6.399,0.0
3212,0.0,18.0,52.3,5.564,0.0
3213,0.0,18.0,50.5,6.955,0.0
3214,0.0,18.0,70.0,6.955,0.0
3215,1.92,40.0,69.8,0.811,0.0
3216,3.199,40.0,69.6,0.811,0.0
3217,3.38,40.0,69.5,0.811,0.0
3218,3.535,40.0,69.3,0.811,0.0
3219,3.7,40.0,69.1,0.811,0.0
3220,3.901,40.0,68.9,0.811,0.0
3221,2.291,40.0,66.2,0.811,0.0
3222,0.0,18.0,61.9,6.492,0.0
3223,0.0,18.0,57.6,5.564,0.0
3224,0.0,18.0,55.7,2.133,0.0
3225,0.0,18.0,54.9,1.623,0.0
3226,0.0,18.0,54.1,1.623,0.0
3227,0.0,18.0,52.9,4.382,0.0
